Age,Annual_Income,Monthly_Spend,Loyalty_Score,Days_Since_Last_Purchase,Purchase_Frequency,Gender,Preferred_Category,KMeans_Cluster,Agg_Cluster,Cluster_Label
20.990744686038596,38892.013150609615,137.45881255310408,2,46,3,F,Fashion,3,2,High-Value VIPs
30.934285469001352,35515.79531848096,186.8720600790901,2,98,3,M,Home,3,2,High-Value VIPs
38.952278129049894,19196.26746916903,169.3075154883685,1,146,1,M,Electronics,2,3,Premium Shoppers
23.04731837434656,27485.316849449966,166.80377961807366,2,110,1,F,Home,2,3,Premium Shoppers
25.16851135198614,33847.29955422707,174.27402372862684,1,68,3,F,Fashion,3,2,High-Value VIPs
25.482621729419005,39799.429839969634,104.76446258696338,2,161,2,M,Electronics,2,3,Premium Shoppers
20.246682844669337,47246.00665874958,168.94528307245818,2,58,3,F,Sports,3,2,High-Value VIPs
28.342814874030136,44750.09481357853,112.94475480073847,2,80,2,F,Sports,3,2,High-Value VIPs
22.688481431369475,33292.45703255833,172.22050585368993,1,43,2,F,Electronics,3,2,High-Value VIPs
30.36796215317591,46925.80909479962,113.25253954055623,1,98,3,M,Beauty,3,2,High-Value VIPs
23.402878828830985,36189.33965761689,133.30532745579663,2,175,2,M,Home,2,3,Premium Shoppers
35.7496720250877,32303.312231055686,138.19640343048374,1,86,2,M,Sports,3,2,High-Value VIPs
24.083733538318814,30092.77869167248,189.03266877378837,2,41,2,M,Fashion,3,2,High-Value VIPs
26.38969241897162,32580.242508094972,186.73817775769655,1,46,3,Other,Home,3,2,High-Value VIPs
32.06758608684835,31894.58545167017,100.17130494214462,2,59,3,F,Electronics,3,2,High-Value VIPs
21.845678417830225,36363.3297790039,152.19736443999395,2,117,2,M,Fashion,2,3,Premium Shoppers
29.137299673020646,36284.591848398915,121.6168058100331,1,128,3,F,Sports,2,2,Premium Shoppers
34.53571377141214,35024.368161227314,99.65980357298662,2,52,3,F,Home,3,2,High-Value VIPs
19.96258382719386,38495.5053579708,141.31931798302517,2,158,2,M,Fashion,2,3,Premium Shoppers
28.92316929266152,44525.17019829073,137.66068846176722,1,108,3,F,Electronics,2,2,Premium Shoppers
31.90911435888655,23120.81625240077,167.31839301442784,1,38,3,F,Home,3,2,High-Value VIPs
21.81524644560959,14568.630920784362,94.89529996983052,2,44,1,M,Fashion,3,2,High-Value VIPs
21.397716934578618,42474.55928991419,127.40903983316231,1,56,2,F,Sports,3,2,High-Value VIPs
30.60970782808449,24064.97041267663,190.85533181717594,2,138,3,F,Electronics,2,3,Premium Shoppers
29.48492336616593,33201.876784858534,233.537710914797,2,105,2,M,Fashion,3,2,High-Value VIPs
29.252464251729382,25639.095791525124,86.56066751048166,2,177,2,M,Sports,2,3,Premium Shoppers
29.732241047484877,20584.156499359844,74.8030245944382,2,94,2,F,Fashion,3,2,High-Value VIPs
24.599876392107547,39331.7018256383,224.8386070148713,1,138,2,M,Fashion,2,3,Premium Shoppers
29.161268485805017,41073.24128242118,165.58456709483616,1,158,2,F,Home,2,3,Premium Shoppers
29.465362366493405,30387.916794186243,115.26829072494535,1,39,3,F,Beauty,3,2,High-Value VIPs
24.42824290986816,14271.661662840721,171.38516344489742,1,76,1,M,Electronics,3,2,High-Value VIPs
37.328872555723784,30630.04441398014,44.570090439324886,1,152,3,M,Sports,2,3,Premium Shoppers
30.36916460455894,38134.432043220375,150.13502026388645,1,88,3,F,Beauty,3,2,High-Value VIPs
22.043482513986756,23168.70744980697,163.11284691372342,1,125,3,M,Electronics,2,2,Premium Shoppers
31.28276804316915,36466.879358233244,186.9708055815132,2,132,3,F,Beauty,2,3,Premium Shoppers
23.126591648863393,34877.52120661604,109.4441619082985,2,153,1,F,Fashion,2,3,Premium Shoppers
31.93542301871226,39634.33199680871,153.42748645613437,2,115,3,F,Fashion,2,2,Premium Shoppers
33.79297789503702,35956.64294731322,112.9830149576165,2,175,2,Other,Beauty,2,3,Premium Shoppers
23.89658840824145,27215.448472947555,160.21535022697267,1,141,3,F,Sports,2,3,Premium Shoppers
32.816880646221605,44572.572013315934,114.18614710547904,1,56,3,M,Electronics,3,2,High-Value VIPs
30.06390463468249,33731.76341578424,133.67596643359119,1,47,1,Other,Fashion,3,2,High-Value VIPs
32.11030079997245,34781.56368392055,110.16738420839084,2,111,1,F,Fashion,2,2,Premium Shoppers
37.48396491326974,27533.856327414433,176.0454496729463,1,101,2,M,Fashion,3,2,High-Value VIPs
24.23131917821255,27921.578287784792,140.61517720170346,1,100,3,F,Electronics,3,2,High-Value VIPs
23.552427851872384,33616.43152061262,151.52951979840114,1,175,3,M,Home,2,3,Premium Shoppers
23.920948575172808,48693.66784113875,92.05634341465824,1,67,2,F,Fashion,3,2,High-Value VIPs
27.614491452929478,24024.79085654915,138.01293407972852,1,166,1,F,Electronics,2,3,Premium Shoppers
29.70575987408322,22091.50881698607,147.9918153183302,2,64,2,M,Beauty,3,2,High-Value VIPs
29.383453996650097,46769.362619948864,254.831723641199,2,111,3,F,Beauty,2,2,Premium Shoppers
32.13591624518012,33325.41058278507,105.52131896903346,1,162,1,M,Fashion,2,3,Premium Shoppers
28.065009459389536,29647.41809072067,208.5670895500975,2,171,1,M,Fashion,2,3,Premium Shoppers
35.26767038578659,43319.23749916861,189.87435093863232,1,33,2,F,Home,3,2,High-Value VIPs
26.67671583381022,30155.07568210509,161.22545617960546,1,179,1,M,Fashion,2,3,Premium Shoppers
41.600845832948096,49608.07770837549,220.34481936780534,1,52,1,F,Electronics,3,2,High-Value VIPs
31.12833673882503,40423.40697071415,164.88421890427452,1,77,3,F,Beauty,3,2,High-Value VIPs
23.714212217918586,31096.708734834378,165.56636782671714,2,177,3,F,Electronics,2,3,Premium Shoppers
22.64553750969444,52258.46570612403,147.8751738792982,1,154,1,M,Electronics,2,3,Premium Shoppers
30.412362076215928,30154.280615973294,198.9427552967451,1,84,1,M,Electronics,3,2,High-Value VIPs
26.882686073370746,40936.76297607445,193.85876935243533,2,97,2,F,Electronics,3,2,High-Value VIPs
31.57000247046046,37394.34064325193,124.9729085001515,1,117,2,F,Electronics,2,2,Premium Shoppers
30.366188122867726,45413.93031519039,97.2301122160493,2,30,1,F,Sports,3,2,High-Value VIPs
27.635855436715637,47492.089573814825,141.88077450417373,1,164,3,F,Fashion,2,3,Premium Shoppers
23.766031409657977,35256.033192526134,117.99845742409414,1,124,1,M,Electronics,2,2,Premium Shoppers
20.425763876570677,28972.657037230532,147.4590170153858,1,169,1,M,Electronics,2,3,Premium Shoppers
25.767425239664895,38679.77714351293,199.49752538736556,1,135,3,F,Sports,2,3,Premium Shoppers
32.28199397161736,29578.27704198315,131.7079337965284,1,162,3,M,Home,2,3,Premium Shoppers
29.07046872065102,51107.09798021299,148.28706474753702,1,137,2,M,Fashion,2,3,Premium Shoppers
21.771306106440058,36092.2826486619,152.3209093923358,2,71,2,Other,Sports,3,2,High-Value VIPs
28.86590462925591,32077.42758950313,183.93723528821138,1,131,2,M,Fashion,2,2,Premium Shoppers
29.926586898644185,36477.44244691927,60.124426640615795,2,153,2,M,Fashion,2,3,Premium Shoppers
23.580712818994336,24222.989683762426,125.73198820938813,2,169,3,M,Electronics,2,3,Premium Shoppers
28.76862552972764,27227.08769191479,158.4513476911789,1,132,1,F,Fashion,2,2,Premium Shoppers
28.29104359223,44603.3112635554,198.00315825707446,2,175,2,F,Fashion,2,3,Premium Shoppers
29.788936801741418,26624.712138544484,74.93789175832504,2,137,3,F,Fashion,2,3,Premium Shoppers
30.80392263184117,39293.22202021829,174.78845783864546,1,151,3,M,Home,2,3,Premium Shoppers
33.41525621587638,44485.63323730398,124.58550444697482,2,46,1,F,Electronics,3,2,High-Value VIPs
33.26901026017451,40751.626485320536,102.41333363638554,2,100,1,M,Electronics,3,2,High-Value VIPs
21.111653160214544,42968.38148644653,125.02618441147104,1,91,3,M,Fashion,3,2,High-Value VIPs
23.310874800424386,28945.639291444313,142.618985693766,2,70,2,F,Sports,3,2,High-Value VIPs
30.5751763360433,23625.51466606525,125.81021341847149,1,148,2,F,Fashion,2,3,Premium Shoppers
30.575238431530238,32418.561289262914,185.8826478754853,1,87,1,M,Fashion,3,2,High-Value VIPs
47.26365745327361,32993.33586835962,200.9950016511489,1,155,2,F,Electronics,2,3,Premium Shoppers
30.854452553465833,45625.55313479246,176.06087965358023,1,73,2,M,Electronics,3,2,High-Value VIPs
33.677828200902994,39449.84007520528,104.49257318300734,2,44,3,M,Fashion,3,2,High-Value VIPs
32.770008817466014,38647.10217665286,141.94033864209928,2,107,2,M,Electronics,3,2,High-Value VIPs
31.25695625652899,52320.01875920867,149.73914739082167,2,99,3,M,Electronics,3,2,High-Value VIPs
26.42365377679827,29851.854156958856,173.95177558247642,1,130,2,F,Beauty,2,2,Premium Shoppers
31.794846102466337,42422.721024649894,176.73361954872323,2,32,1,M,Electronics,3,2,High-Value VIPs
24.13587392731214,35456.10499917668,120.63304804886016,2,115,2,M,Home,2,3,Premium Shoppers
26.815906966299956,37148.738230906056,153.27982225654242,2,103,2,F,Fashion,3,2,High-Value VIPs
25.573182260854484,47227.74741130025,168.29121618460965,2,80,3,F,Home,3,2,High-Value VIPs
28.409370696931614,39062.68605031699,208.23289288587065,2,96,3,M,Home,3,2,High-Value VIPs
39.573292833367546,39306.36863239706,178.18026159298893,1,105,3,M,Fashion,3,2,High-Value VIPs
18.66367403704126,43580.05869847842,181.56226749502076,1,122,2,M,Fashion,2,3,Premium Shoppers
31.43130095187257,32080.37816365692,153.35306511717442,2,174,2,F,Beauty,2,3,Premium Shoppers
19.936420644051744,28286.322661287948,206.41836580814015,1,36,1,F,Sports,3,2,High-Value VIPs
28.321400095477316,51449.65703952258,206.13479880500762,2,95,3,F,Sports,3,2,High-Value VIPs
22.61127611035347,26174.333074226535,177.9161309015611,1,33,3,F,Fashion,3,2,High-Value VIPs
24.42348145370016,33229.97101131382,132.2782391548607,2,167,3,F,Home,2,3,Premium Shoppers
31.39798874467338,32785.493600888636,130.82028130403026,1,117,1,M,Fashion,2,2,Premium Shoppers
24.34816684141432,37459.253582472804,161.86302180563047,1,46,2,Other,Electronics,3,2,High-Value VIPs
29.082292947909874,41525.897700314374,168.5273918107034,2,81,3,M,Home,3,2,High-Value VIPs
28.22785919951907,41883.787906877966,157.89169062524826,1,163,2,M,Home,2,3,Premium Shoppers
24.741998261970913,30335.380491448494,162.4523469377154,1,98,2,F,Electronics,3,2,High-Value VIPs
38.719720446626624,33663.02628970871,217.99829498305522,1,166,3,M,Fashion,2,3,Premium Shoppers
31.169595111590056,37260.6396039064,192.86172608939543,2,50,1,F,Beauty,3,2,High-Value VIPs
17.874287066711965,33010.47099053163,157.62542365060096,2,53,2,F,Home,3,2,High-Value VIPs
28.93227157384714,47858.76460815994,187.65242323069933,2,33,3,M,Electronics,3,2,High-Value VIPs
24.69106767615806,38927.79961310601,108.69904385889842,2,32,2,F,Home,3,2,High-Value VIPs
32.26216667398112,40879.02228839854,165.91708199787234,1,97,2,M,Beauty,3,2,High-Value VIPs
24.037396307836495,40303.0501493393,222.3722539893244,2,130,2,M,Beauty,2,3,Premium Shoppers
27.426317792665504,44387.7908598826,141.27816418430504,2,83,2,F,Home,3,2,High-Value VIPs
30.524936394902287,36448.17246962966,116.0946428552366,2,64,2,F,Electronics,3,2,High-Value VIPs
32.32877597085061,24625.344416353226,123.91644445627757,2,85,1,F,Beauty,3,2,High-Value VIPs
21.998517964721117,38197.50361402113,106.41467850630447,1,137,1,M,Home,2,3,Premium Shoppers
26.327493820795258,29789.14484966537,118.60952367489186,1,69,3,F,Electronics,3,2,High-Value VIPs
25.62527344419522,30771.066546001945,135.17967605639885,1,97,1,M,Fashion,3,2,High-Value VIPs
24.73335383713144,39690.91215004075,93.77731923285432,2,75,1,F,Fashion,3,2,High-Value VIPs
36.82727120140548,44906.26457146909,150.62473335798413,2,107,1,M,Home,3,2,High-Value VIPs
30.024908554804778,35170.17261388849,186.09108695146588,1,170,2,F,Electronics,2,3,Premium Shoppers
21.695580228324772,37470.66410079171,113.6897527941232,2,35,2,M,Home,3,2,High-Value VIPs
32.58930973527388,48617.7195570819,210.77135694567076,2,46,3,M,Sports,3,2,High-Value VIPs
38.610780985063165,36926.025435908545,170.43168354110378,1,128,3,F,Beauty,2,2,Premium Shoppers
33.16232630275574,55813.46491344316,191.2232234249623,1,110,3,F,Sports,2,2,Premium Shoppers
20.403150170229935,39524.07716505235,123.68661784591453,2,31,2,F,Sports,3,2,High-Value VIPs
25.578829635668743,20913.89792675346,184.18100908266462,2,106,1,F,Electronics,3,3,High-Value VIPs
34.334555745933116,41026.73296883626,106.32264398418748,2,95,1,F,Home,3,2,High-Value VIPs
24.461652671906094,38049.26707906222,185.60990003346035,1,81,2,F,Fashion,3,2,High-Value VIPs
30.219097140731144,45318.02203266197,156.87357359174126,1,121,3,M,Sports,2,2,Premium Shoppers
31.873170267146683,40385.450810159666,172.13004879939135,1,51,3,F,Fashion,3,2,High-Value VIPs
23.365347642109583,33892.35212812981,102.97621577500593,1,140,3,M,Sports,2,3,Premium Shoppers
27.702373219691,25205.614109685073,114.19720630893582,2,136,2,F,Home,2,3,Premium Shoppers
22.878061793328552,28195.8363663256,112.06607983103197,1,169,3,Other,Electronics,2,3,Premium Shoppers
26.7371592430342,30355.812401562216,168.52825168396492,2,98,2,F,Electronics,3,2,High-Value VIPs
21.761084090175753,39708.627235364875,95.31448774159017,2,113,1,F,Beauty,2,3,Premium Shoppers
36.16205651965818,48359.23603481125,183.92696850666673,2,132,2,F,Electronics,2,3,Premium Shoppers
20.849293110196836,38157.37223858385,100.69906740925964,1,68,2,M,Beauty,3,2,High-Value VIPs
25.799777566515083,25432.935503718523,172.09199750718093,2,42,2,F,Electronics,3,2,High-Value VIPs
28.653702886430455,38556.82134576113,175.02523734584003,2,70,2,M,Home,3,2,High-Value VIPs
35.20636644533058,44573.05189316521,122.12912726281701,1,86,1,F,Fashion,3,2,High-Value VIPs
20.8206892441028,30121.73676544494,173.28106268338908,1,41,3,M,Home,3,2,High-Value VIPs
33.815818760774796,33927.86266661666,160.41769053334224,2,42,2,M,Home,3,2,High-Value VIPs
28.051165305097935,35117.505557833574,128.44632575229048,1,149,1,M,Fashion,2,3,Premium Shoppers
23.092456744760245,28720.81349534208,109.65781263695168,2,126,3,M,Electronics,2,3,Premium Shoppers
30.310517371316354,40186.24347075087,71.49497233309684,2,86,3,F,Electronics,3,2,High-Value VIPs
28.99529847786735,34032.41481113775,163.98600189198774,1,69,3,M,Home,3,2,High-Value VIPs
24.998915614206027,38356.259551256226,87.4078891455178,2,147,2,F,Home,2,3,Premium Shoppers
28.349010424950094,27900.0625775832,153.81376797765233,1,109,2,M,Beauty,2,2,Premium Shoppers
26.0734320156912,31500.33359741272,139.46207135671003,1,157,3,F,Home,2,3,Premium Shoppers
28.56758672625624,40779.05086262217,177.16571101752783,1,64,3,F,Fashion,3,2,High-Value VIPs
31.310653372605234,32017.334783265866,137.91818002040543,2,32,3,F,Fashion,3,2,High-Value VIPs
35.93008408072676,48815.71080986724,136.82208854611633,1,149,3,F,Electronics,2,3,Premium Shoppers
21.810922505865754,31802.910515083182,179.27482817153182,1,34,3,M,Fashion,3,2,High-Value VIPs
38.665166873281336,36797.477806015086,163.4023211633647,2,40,3,F,Sports,3,2,High-Value VIPs
18.23956100238749,42460.72665498472,162.64623828731112,2,155,1,M,Sports,2,3,Premium Shoppers
27.241074524822082,23653.074136535746,168.77070359234105,2,100,3,F,Fashion,3,2,High-Value VIPs
30.941586032422883,20913.529504153794,88.57711507171577,2,146,2,F,Home,2,3,Premium Shoppers
29.404959338675162,22794.749483439242,180.27154719947927,1,167,2,M,Beauty,2,3,Premium Shoppers
24.88650240089703,45100.67282741745,174.49875176054408,1,135,2,F,Fashion,2,3,Premium Shoppers
26.959388748213623,30585.134832860425,109.33267485694012,1,145,3,F,Electronics,2,3,Premium Shoppers
25.534995326705836,55465.594285346015,140.23678105303196,2,96,2,M,Electronics,3,2,High-Value VIPs
